,#account_id,first_pay_time,disputes_d30,disputed_d30,disputable_payment,game_types,long_sessions_ps_score_180,long_sessions_ps_score_210,long_sessions_ps_score_240,monetary_consumption_score,user_withdrawed,fluctuating_wagers,payment_methods_score,payment_methods_sequence,payment_impulsiveness_score,nightly_play,days_played_score,increasing_tolerance,losses_of_winning_score,time_comsumption
61504,10759217.0,2024-05-06 14:28:32.049,0,0.0,0.0,11,5,5,5,315.06999999999994,0,0.0,1,"[""checkout_apple_pay""]",42.598818997714005,1,5,0.0,0.1420118343195266,509646.0
61510,10753869.0,2024-05-04 21:21:31.941,0,0.0,0.0,2,0,0,0,4.61,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,372.0
61526,10764087.0,2024-05-09 10:28:48.604,0,0.0,0.0,33,1,1,1,53.0238,0,0.0,1,"[""checkout_credit_api""]",2.3373191766576142,1,8,0.1,0.2857142857142857,144597.0
61529,10717536.0,2024-04-23 15:34:20.493,0,0.0,0.0,53,4,4,3,21.266,0,0.0,1,"[null,""checkout_apple_pay""]",3.468706963696991,1,6,0.3,0.2,170867.0
61542,10663018.0,2024-04-12 00:15:55.302,0,0.0,0.0,28,4,4,4,9.91,1,0.0,1,"[""paypal_wallet_slave""]",2.029396462005391,1,10,0.0,0.0,291702.0
61543,10673006.0,2024-04-11 23:54:33.511,0,0.0,0.0,5,0,0,0,28.06,0,0.01,1,"[null,""checkout_apple_pay""]",8.375220594109745,1,2,0.3,0.0,459.0
61546,10730327.0,2024-04-27 08:13:39.694,0,0.0,0.0,1,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay"",null]",1.0299928802342924,1,1,0.6,,
61549,10561534.0,2024-04-12 06:37:52.322,0,0.0,0.0,17,1,1,1,7.336,0,0.0,2,"[""checkout_apple_pay"",""checkout_credit_api""]",1.3321891757554558,1,16,0.0,0.0518207282913165,135815.0
61555,10659133.0,2024-04-08 23:22:56.924,0,0.0,0.0,12,2,2,2,143.65857999999997,0,0.0,1,"[""checkout_apple_pay"",null]",5.635732385839834,1,5,0.0,0.3333333333333333,129746.0
61561,10638346.0,2024-04-04 06:30:55.597,0,0.0,0.0,9,5,5,5,84.38,0,0.0,1,"[""checkout_apple_pay""]",4.710000000000001,1,5,0.0,0.0223214285714285,412754.0
61564,10704991.0,2024-04-20 06:08:02.246,0,0.0,0.0,4,1,1,1,3.568,1,0.0,1,"[null,""checkout_apple_pay""]",0.7866700564898716,1,3,0.0,0.3333333333333333,39396.0
61565,10653043.0,2024-04-07 14:09:07.409,0,0.0,0.0,2,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
61570,10635686.0,2024-04-03 19:12:32.670,0,0.0,0.0,2,0,0,0,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.1666666666666666,0.0
61575,10274856.0,2024-05-01 09:35:12.057,0,0.0,0.0,85,2,2,2,9.32,0,0.0,1,"[""checkout_credit_api""]",,1,33,0.0,0.0,244291.0
61578,10543907.0,2024-04-10 00:01:31.484,0,0.0,0.0,25,1,1,1,23.992,1,0.0,1,"[""checkout_apple_pay""]",3.29026454863435,1,5,0.0,0.0,437625.0
61579,10606306.0,2024-04-01 04:12:11.104,0,0.0,0.0,29,3,3,3,83.338,1,0.0,1,"[""checkout_apple_pay""]",17.977151298245225,1,9,0.0,0.0,284990.0
61583,10642566.0,2024-04-13 16:43:32.306,0,0.0,0.0,3,1,1,1,0.842,0,0.02,1,"[""checkout_apple_pay""]",,1,4,0.0,,519289.0
61588,10688246.0,2024-04-15 20:35:33.530,0,0.0,0.0,3,0,0,0,9.22,0,0.0,1,"[null,""checkout_apple_pay""]",2.661584740964175,1,1,0.0,,950.0
61589,10713277.0,2024-05-08 03:54:51.149,0,0.0,0.0,10,0,0,0,0.842,0,0.08,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,1400.0
61590,10656841.0,2024-05-11 03:04:20.253,0,0.0,0.0,12,1,1,1,2.7437,0,0.01,1,"[""checkout_apple_pay""]",,1,29,0.0,0.0,310889.0
61592,10629425.0,2024-04-02 07:02:01.719,0,0.0,0.0,4,3,3,3,18.74,0,0.01,1,"[""checkout_apple_pay"",null]",13.2511810794359,1,4,0.0,,590001.0
61595,10604599.0,2024-04-17 09:26:09.250,0,0.0,0.0,2,1,1,1,7.236,0,,1,"[""checkout_credit_api""]",1.4389287682161338,1,3,0.0,,165704.0
61599,10661635.0,2024-04-09 20:39:58.151,0,0.0,0.0,5,1,1,1,9.32,0,0.01,1,"[null,""checkout_apple_pay""]",3.5226288884459978,1,4,1.3,0.0,182703.0
61600,10582613.0,2024-04-07 19:29:56.272,0,0.0,0.0,12,1,1,1,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,5,0.0,,232613.0
61606,10690587.0,2024-04-26 15:30:51.876,0,0.0,0.0,19,1,1,1,9.22,0,0.0,1,"[""checkout_credit_api"",null]",2.661584740964175,1,7,1.7,0.0,117129.0
61607,10692509.0,2024-04-16 21:26:08.849,0,0.0,0.0,28,8,6,5,303.708,1,0.0,1,"[""checkout_apple_pay"",null]",12.426485284386608,1,6,0.1,0.0909090909090909,504861.0
61616,10719727.0,2024-05-01 14:39:32.395,0,0.0,0.0,7,1,1,1,23.24058,0,0.0,1,"[""checkout_apple_pay""]",2.7166045311749,1,3,0.0,0.0,22671.0
61620,10737538.0,2024-04-30 02:39:19.339,0,0.0,0.0,2,1,1,1,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,238816.0
61632,10680968.0,2024-04-14 01:00:37.473,0,0.0,0.0,7,1,1,1,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,176415.0
61635,10704950.0,2024-04-20 05:56:33.269,0,0.0,0.0,1,0,0,0,7.336,0,0.0,2,"[null,""checkout_credit_api"",""checkout_apple_pay""]",2.317780259932622,1,1,0.0,1.0,0.0
61636,10725510.0,2024-04-25 22:46:38.190,0,0.0,0.0,1,0,0,0,4.61,1,0.06,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
61638,10764222.0,2024-05-11 00:14:51.694,0,0.0,0.0,14,3,3,3,21.4017,0,0.0,1,"[""checkout_credit_api""]",3.22611095838834,1,6,0.0,0.0,504632.0
61639,10724266.0,2024-05-10 23:08:15.329,0,0.0,0.0,27,3,3,3,33.824400000000004,1,0.0,1,"[""checkout_credit_api""]",9.335732310322529,1,15,1.9,0.0149253731343283,184373.0
61656,10655219.0,2024-04-07 23:46:31.123,0,0.0,0.0,23,3,3,3,56.32,0,0.0,1,"[null,""checkout_apple_pay""]",24.885219173905888,1,5,0.0,0.072463768115942,296990.0
61659,10744942.0,2024-05-01 22:56:47.386,0,0.0,0.0,22,7,6,6,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,7,0.6,0.4285714285714285,413920.0
61664,10750087.0,2024-05-03 18:26:18.002,0,0.0,0.0,7,2,2,2,44.916,0,0.0,1,"[""checkout_apple_pay""]",12.7431398014775,1,3,0.0,0.6,109335.0
61665,10676398.0,2024-04-12 21:50:57.031,0,0.0,0.0,10,1,1,1,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.5,,60162.0
61675,10740931.0,2024-04-30 16:35:04.878,0,0.0,0.0,1,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,
61680,10636989.0,2024-04-11 01:48:28.472,0,0.0,0.0,15,5,4,4,94.0,1,0.0,1,"[null,""checkout_apple_pay""]",21.75677234465496,1,13,0.1,0.064516129032258,162698.0
61684,10653912.0,2024-04-07 18:39:22.801,0,0.0,0.0,5,0,0,0,2.726,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,,622.0
61686,10630327.0,2024-04-02 15:30:53.888,0,0.0,0.0,2,0,0,0,18.82,0,0.01,1,"[""paypal_wallet_slave""]",,1,1,0.0,,0.0
61691,10752085.0,2024-05-04 06:29:36.293,0,0.0,0.0,3,0,0,0,9.22,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,1,0.0,0.0,319.0
61696,10628802.0,2024-04-02 03:29:10.697,0,0.0,0.0,2,2,2,2,4.51,1,0.0,1,"[""checkout_apple_pay""]",0.6660945878777277,1,2,0.0,,98531.0
61699,10724989.0,2024-04-25 20:12:28.317,0,0.0,0.0,2,6,6,6,62.114,0,0.0,1,"[""checkout_credit_api""]",2.702954605612162,1,5,0.0,1.0,351807.0
61701,10685161.0,2024-04-19 04:11:18.445,0,0.0,0.0,10,1,1,1,13.93,0,0.0,1,"[null,""checkout_credit_api""]",3.39588348659748,1,7,1.3,,64201.0
61712,10694728.0,2024-04-17 16:58:32.599,0,0.0,0.0,17,3,3,3,28.08,0,0.0,1,"[null,""paypal_wallet_slave""]",7.855260657673939,1,3,1.3,0.0,169386.0
61723,10698232.0,2024-04-18 19:13:10.494,0,0.0,0.0,25,3,3,3,112.74,1,0.0,1,"[""checkout_credit_api""]",16.315918607298823,1,3,0.0,0.0324675324675324,73993.0
61724,10633842.0,2024-04-08 01:27:20.548,0,0.0,0.0,1,0,0,0,13.93,0,0.0,1,"[""checkout_apple_pay""]",3.330472939388639,1,2,0.0,,
61730,10493043.0,2024-04-09 20:35:55.820,0,0.0,0.0,42,4,4,4,2.726,0,0.02,1,"[""checkout_apple_pay""]",,1,24,0.0,0.0,147784.0
61737,10748167.0,2024-05-04 00:19:34.309,0,0.0,0.0,21,5,5,5,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,6,0.0,0.0,302567.0
61738,10648393.0,2024-04-06 15:01:27.315,0,0.0,0.0,16,1,1,1,32.67,0,0.0,1,"[""checkout_apple_pay""]",8.01161631632469,1,2,0.0,0.6666666666666666,48104.0
61740,10725057.0,2024-04-26 20:23:42.268,0,0.0,0.0,15,3,3,2,12.046,0,0.0,1,"[""checkout_credit_api""]",4.662662115144095,1,5,3.8,0.0,159309.0
61750,10762988.0,2024-05-07 21:24:55.611,0,0.0,0.0,1,0,0,0,4.61,0,,1,"[""checkout_apple_pay""]",,1,1,,,136.0
61754,10726050.0,2024-05-11 22:05:23.379,0,0.0,0.0,15,2,1,1,4.6395,0,0.01,1,"[""checkout_credit_api""]",,1,7,0.0,0.0,75995.0
61758,10763935.0,2024-05-08 18:53:37.865,0,0.0,0.0,7,0,0,0,18.74,0,0.1,1,"[""checkout_credit_api""]",,1,3,0.0,,1410.0
61760,10725303.0,2024-05-06 13:27:02.174,0,0.0,0.0,2,1,0,0,1.784,0,0.02,1,"[null,""checkout_apple_pay""]",0.892,1,11,3.0,,35462.0
61764,10656709.0,2024-04-08 15:03:46.258,0,0.0,0.0,19,3,3,3,4.51,0,0.0,1,"[""checkout_apple_pay"",null]",1.133431620387943,1,6,0.0,0.0,113126.0
61769,10711088.0,2024-04-22 15:49:38.697,0,0.0,0.0,9,6,5,5,4.61,0,0.04,1,"[""checkout_apple_pay"",null]",2.305,1,5,0.0,0.0,534241.0
61775,10686456.0,2024-04-20 19:54:39.098,0,0.0,0.0,36,0,0,0,211.58258000000004,1,0.0,1,"[""checkout_credit_api""]",8.806670236799098,1,11,0.1,0.0166666666666666,23579.0
61776,10771529.0,2024-05-10 23:05:23.796,0,0.0,0.0,7,1,1,1,1.7958,0,0.01,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,99677.0
61785,10712910.0,2024-04-22 04:13:31.350,0,0.0,0.0,25,7,6,6,375.2000000000001,1,0.0,1,"[null,""checkout_apple_pay""]",15.30503861841293,1,6,0.5,0.1774193548387097,205235.0
61795,10696035.0,2024-04-17 21:06:27.363,0,0.0,0.0,2,0,0,0,2.726,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,,294.0
61796,10642280.0,2024-04-05 03:24:59.480,0,0.0,0.0,4,0,0,0,9.31058,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0043478260869565,7286.0
61802,10730569.0,2024-04-27 13:07:44.387,0,0.0,0.0,4,0,0,0,13.93,0,0.1,1,"[""checkout_apple_pay""]",5.99485129089955,1,1,0.0,,83.0
61811,10718022.0,2024-04-23 18:48:55.487,0,0.0,0.0,22,13,11,10,115.50799999999998,0,0.0,1,"[null,""checkout_apple_pay""]",4.36415119827047,1,8,0.6,0.1238095238095238,427897.0
61818,10650155.0,2024-04-08 00:46:43.267,0,0.0,0.0,8,2,2,1,37.48,0,0.0,1,"[null,""checkout_apple_pay""]",10.819544044613586,1,3,0.0,0.0,586273.0
61820,10715378.0,2024-04-26 07:35:48.577,0,0.0,0.0,11,2,2,1,12.888000000000002,0,0.0,1,"[""checkout_apple_pay""]",4.451718319929958,1,4,0.0,0.054054054054054,32225.0
61827,10749367.0,2024-05-03 10:43:40.376,0,0.0,0.0,9,1,1,1,4.61,0,0.0,1,"[""checkout_credit_api""]",,1,1,0.0,0.0,45851.0
61833,10652027.0,2024-04-07 04:59:27.953,0,0.0,0.0,5,1,1,1,1.784,0,0.02,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,30997.0
61834,10664863.0,2024-04-10 00:47:23.685,0,0.0,0.0,6,0,0,0,1.784,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,2149.0
61836,10648462.0,2024-04-06 15:05:18.997,0,0.0,0.0,18,1,1,1,56.12,0,0.0,1,"[""checkout_apple_pay"",null]",11.10063412603082,1,4,0.4,0.0068965517241379,219699.0
61837,10540990.0,2024-04-22 10:58:13.718,0,0.0,0.0,58,4,4,4,22.008,0,0.0,1,"[null,""checkout_credit_api""]",1.834,1,24,0.1,0.0,164631.0
61840,10702526.0,2024-04-19 18:37:28.049,0,0.0,0.0,3,3,3,3,8.278,0,0.01,1,"[""checkout_apple_pay""]",0.6660945878777279,1,3,0.0,0.0185185185185185,526945.0
61844,10136798.0,2024-04-13 00:33:21.375,0,0.0,0.0,28,0,0,0,18.82,0,0.0,1,"[""paypal_wallet_slave""]",,1,15,0.0,,14416.0
61848,10675367.0,2024-04-12 15:39:22.601,0,0.0,0.0,19,3,2,2,515.1,1,0.0,1,"[null,""checkout_apple_pay""]",8.939819079496484,1,7,4.2,0.0207253886010362,124209.0
61864,10682470.0,2024-04-14 08:21:14.743,0,0.0,0.0,7,0,0,0,519.384,0,0.0,1,"[""checkout_apple_pay""]",62.08630457677443,1,2,0.0,0.2272727272727272,19513.0
61865,10720479.0,2024-04-24 07:11:32.971,0,0.0,0.0,1,0,0,0,1.784,0,,1,"[""checkout_apple_pay""]",,1,1,0.0,,
61867,10658233.0,2024-04-14 21:52:52.517,0,0.0,0.0,5,2,2,2,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,6,0.0,,530431.0
61870,10692533.0,2024-04-16 22:44:50.854,0,0.0,0.0,14,0,0,0,28.06,0,0.01,1,"[""checkout_apple_pay""]",6.660945878777277,1,2,0.0,0.0,144625.0
61873,10683209.0,2024-04-17 03:05:05.864,0,0.0,0.0,7,2,2,2,18.64,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,7,0.0,0.0869565217391304,140452.0
61882,10747594.0,2024-05-09 17:37:49.474,0,0.0,0.0,12,0,0,0,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,,7.0
61890,10772189.0,2024-05-11 03:16:22.022,0,0.0,0.0,40,7,5,5,3883.99,1,0.0,2,"[""checkout_credit_api"",""checkout_apple_pay""]",44.011529860803584,1,5,0.0,0.2394247038917089,235808.0
61896,10702925.0,2024-04-19 23:13:27.543,0,0.0,0.0,4,1,1,1,113.182,0,0.0,1,"[""checkout_credit_api""]",9.22194838028122,1,2,2.1,0.0666666666666666,17441.0
61901,10705791.0,2024-04-27 01:40:31.527,0,0.0,0.0,43,1,1,1,2968.5111599999923,1,0.0,1,"[""checkout_apple_pay"",null]",13.863180732967416,1,8,0.9,0.2352941176470588,109792.0
61902,10638261.0,2024-04-04 06:00:11.472,0,0.0,0.0,3,1,1,1,5.452,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554558,1,2,0.0,,349467.0
61905,10685971.0,2024-04-28 03:59:54.790,0,0.0,0.0,8,3,3,3,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,6,0.0,0.0,506612.0
61913,10586136.0,2024-04-09 22:22:02.081,0,0.0,0.0,4,1,1,1,24.192,0,0.0,1,"[""checkout_apple_pay"",null]",6.784763518354932,1,3,0.1,0.0,600748.0
61920,10740727.0,2024-04-30 15:08:27.231,0,0.0,0.0,13,1,1,1,110.656,0,0.0,1,"[""checkout_apple_pay""]",31.346102743403364,1,2,0.0,0.0,109723.0
61925,10699235.0,2024-04-18 20:05:10.251,0,0.0,0.0,4,1,1,1,16.656,0,0.0,1,"[""checkout_apple_pay""]",3.2631837214597645,1,3,0.0,0.25,95664.0
61937,10670089.0,2024-04-13 02:12:30.255,0,0.0,0.0,2,0,0,0,11.83,0,0.0,1,"[""paypal_wallet_slave""]",4.730544366138003,1,2,0.0,,0.0
61939,10636802.0,2024-04-06 03:35:16.171,0,0.0,0.0,3,0,0,0,13.829999999999998,0,0.01,1,"[""checkout_credit_api""]",1.884,1,2,0.0,,582773.0
61942,10670149.0,2024-04-11 03:10:36.400,0,0.0,0.0,2,1,1,1,47.0,1,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,48330.0
61943,10758747.0,2024-05-06 06:38:22.857,0,0.0,0.0,11,1,1,1,128.48658,0,0.0,1,"[""checkout_credit_api""]",4.845214948767494,1,5,0.0,0.3636363636363636,64486.0
61950,10283535.0,2024-04-14 18:05:22.423,0,0.0,0.0,19,1,1,1,3.668,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,134792.0
61951,10758047.0,2024-05-07 00:17:41.195,0,0.0,0.0,8,1,1,1,21.466,0,0.0,1,"[""checkout_credit_api""]",11.323607993921373,1,5,0.0,0.0869565217391304,64765.0
61958,10761320.0,2024-05-07 03:26:09.364,0,0.0,0.0,6,2,2,2,282.4,0,0.0,1,"[""checkout_apple_pay""]",66.60945878777278,1,2,0.0,0.3636363636363636,252473.0
61962,10642196.0,2024-04-05 03:13:45.964,0,0.0,0.0,28,7,6,6,45.54858,0,0.0,1,"[""checkout_apple_pay"",null]",4.694509800777926,1,5,0.0,0.0,256560.0
61963,10715534.0,2024-05-03 13:14:56.743,0,0.0,0.0,10,4,4,3,3.568,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554556,1,7,0.0,0.0,198383.0
61971,10660604.0,2024-04-11 18:46:32.278,0,0.0,0.0,11,7,7,7,1557.4359999999997,1,0.0,1,"[null,""checkout_apple_pay""]",22.89500816405847,1,9,0.3,0.0573770491803278,466132.0
61974,10711648.0,2024-04-21 23:46:17.496,0,0.0,0.0,5,0,0,0,5.452,0,0.01,1,"[""checkout_apple_pay""]",1.3321891757554558,1,3,0.0,0.0,2560.0
61981,10706407.0,2024-04-20 18:27:28.474,0,0.0,0.0,8,4,4,4,3.52,0,0.0,1,"[""paypal_wallet_slave""]",,1,5,0.0,,226950.0
61982,10765790.0,2024-05-08 22:46:20.343,0,0.0,0.0,1,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
61986,10721980.0,2024-04-24 21:38:22.024,0,0.0,0.0,5,0,0,0,3.668,0,0.06,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,43745.0
61990,10660833.0,2024-04-09 03:56:24.831,0,0.0,0.0,32,10,8,8,179.96400000000003,0,0.0,1,"[null,""checkout_credit_api""]",22.11059626185023,1,7,0.1,0.2142857142857142,339554.0
61992,10673823.0,2024-04-12 04:26:18.205,0,0.0,0.0,11,1,1,1,25.86658,0,0.0,1,"[""checkout_apple_pay"",null]",3.045027064586893,1,4,0.0,1.0,93211.0
61993,10718474.0,2024-04-23 22:30:03.011,0,0.0,0.0,10,2,2,2,42.09,0,0.0,1,"[""checkout_apple_pay""]",4.709999999999999,1,4,0.0,1.0,108070.0
61996,10769827.0,2024-05-10 07:00:09.797,0,0.0,0.0,5,5,5,5,87.44522099999999,0,0.0,1,"[""checkout_apple_pay""]",6.960176653438999,1,6,0.0,0.8333333333333334,572323.0
62005,10579774.0,2024-05-08 07:37:25.772,0,0.0,0.0,3,2,2,2,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,6,0.0,,433639.0
62011,10215914.0,2024-04-13 01:38:20.883,0,0.0,0.0,16,1,1,1,65.74,0,0.0,1,"[""checkout_apple_pay""]",19.982837636331837,1,7,0.0,1.0,173488.0
62014,10770508.0,2024-05-10 15:46:04.295,0,0.0,0.0,19,1,1,1,30.871221,0,0.0,1,"[""checkout_apple_pay""]",3.316073177305287,1,4,0.0,0.0,158428.0
62015,10758704.0,2024-05-06 06:08:23.829,0,0.0,0.0,5,2,2,2,25.976,0,0.01,1,"[""checkout_apple_pay"",null]",4.10662455064984,1,4,0.5,,446512.0
62021,10679183.0,2024-04-13 16:49:53.152,0,0.0,0.0,22,8,8,8,303.06600000000003,0,0.0,2,"[null,""checkout_apple_pay"",""checkout_credit_api""]",15.791812688858744,1,7,3.2,0.06,439713.0
62024,10693744.0,2024-04-17 02:57:47.593,0,0.0,0.0,3,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,267.0
62025,10743506.0,2024-05-08 01:24:42.382,0,0.0,0.0,2,0,0,0,0.842,0,,1,"[""checkout_apple_pay""]",,1,2,0.0,,82.0
62028,10768966.0,2024-05-10 01:27:33.172,0,0.0,0.0,1,0,0,0,11.104,0,0.01,1,"[""checkout_apple_pay""]",5.328756703021822,1,1,0.0,,0.0
62029,10638963.0,2024-04-07 03:19:47.808,0,0.0,0.0,8,2,1,1,12.988,1,0.0,1,"[""checkout_credit_api""]",3.9965675272663663,1,5,0.0,0.0,93657.0
62035,10701503.0,2024-04-19 09:16:14.542,0,0.0,0.0,17,2,2,2,21.466,0,0.0,1,"[""checkout_apple_pay""]",11.323607993921373,1,2,0.0,0.0,93465.0
62037,10690378.0,2024-04-24 22:08:06.168,0,0.0,0.0,23,4,4,4,12.046,0,0.0,1,"[""checkout_apple_pay"",null]",3.2983808040569587,1,16,0.2,0.0020060180541624,236875.0
62042,10765212.0,2024-05-09 03:10:22.056,0,0.0,0.0,1,0,0,0,12.046,0,0.0,1,"[""checkout_apple_pay""]",4.662662115144094,1,1,0.0,0.0,1504.0
62043,10653608.0,2024-04-07 17:13:45.140,0,0.0,0.0,7,0,0,0,4.51,0,0.03,1,"[""checkout_apple_pay""]",0.6660945878777277,1,1,0.0,0.0,15983.0
62044,10658089.0,2024-04-14 03:25:06.193,0,0.0,0.0,4,4,3,3,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,10,0.0,0.5,157974.0
62046,10654279.0,2024-04-07 20:10:39.831,0,0.0,0.0,20,8,7,7,208.82,0,0.0,1,"[""paypal_wallet_slave"",null]",22.854035582895253,1,7,1.4,0.2278481012658227,469451.0
62047,10711622.0,2024-04-21 23:39:14.987,0,0.0,0.0,11,1,1,1,37.38,0,0.01,1,"[""checkout_apple_pay"",null]",7.642447252026016,1,3,0.0,0.0,168013.0
62050,10640971.0,2024-04-04 23:13:31.301,0,0.0,0.0,7,5,5,5,37.48,0,0.0,1,"[""checkout_apple_pay"",null]",10.819544044613586,1,7,0.1,0.0,436359.0
62056,10687052.0,2024-04-15 10:50:28.199,0,0.0,0.0,1,0,0,0,4.61,0,0.02,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
62060,10686212.0,2024-04-18 21:25:28.705,0,0.0,0.0,12,0,0,0,19.582,0,0.01,1,"[""checkout_apple_pay""]",12.655797169676823,1,2,0.0,0.0,1910.0
62065,10692708.0,2024-04-17 02:50:38.393,0,0.0,0.0,14,2,2,2,14.03,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0082644628099173,91691.0
62072,10751999.0,2024-05-04 05:52:19.440,0,0.0,0.0,23,2,2,2,83.06159999999998,0,0.0,2,"[""checkout_apple_pay"",null,""checkout_credit_api""]",7.791136103874125,1,6,0.0,0.2727272727272727,118564.0
62080,10651451.0,2024-04-07 12:07:20.084,0,0.0,0.0,10,2,2,2,4.61,0,0.0,1,"[null,""checkout_credit_api""]",3.259762261269984,1,3,3.4,,336507.0
62082,10753302.0,2024-05-04 18:25:32.829,0,0.0,0.0,11,0,0,0,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,5847.0
62088,10641453.0,2024-04-08 14:07:40.542,0,0.0,0.0,13,5,5,4,17.598,0,0.0,1,"[""checkout_apple_pay""]",4.646775656301905,1,8,0.0,0.0,186578.0
62096,10733319.0,2024-04-28 05:13:07.410,0,0.0,0.0,2,2,2,2,20.524,1,0.0,1,"[null,""checkout_apple_pay""]",10.34308297043649,1,3,0.4,0.0,521582.0
62097,10769481.0,2024-05-10 03:40:33.324,0,0.0,0.0,6,1,1,1,6.4353,0,0.0,1,"[""checkout_apple_pay""]",2.0107995536601853,1,3,0.0,0.0,100746.0
62100,10632336.0,2024-04-03 00:14:00.565,0,0.0,0.0,5,1,1,1,470.9,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.2068965517241379,176368.0
62104,10696502.0,2024-04-17 23:20:35.364,0,0.0,0.0,3,5,5,5,37.18,0,0.0,1,"[""checkout_credit_api"",null]",4.33419346042386,1,7,0.0,0.0012658227848101,248556.0
62105,10723993.0,2024-04-26 00:56:26.267,0,0.0,0.0,3,0,0,0,27.96,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,1,0.0,0.0,1262.0
62107,10622398.0,2024-04-17 04:14:39.635,0,0.0,0.0,16,4,2,1,663.4999999999999,0,0.0,2,"[null,""checkout_credit_api"",""paypal_wallet_slave""]",41.79766502554061,1,8,0.3,0.1142857142857142,234332.0
62110,10673768.0,2024-04-12 03:17:31.441,0,0.0,0.0,14,4,4,4,17.598,0,0.0,1,"[null,""checkout_apple_pay""]",2.6104038480664253,1,4,0.8,0.0,284413.0
62128,10766607.0,2024-05-09 03:32:34.182,0,0.0,0.0,14,2,2,2,42.09,0,0.0,1,"[""checkout_apple_pay""]",4.709999999999998,1,4,0.0,0.0,169446.0
62129,10651728.0,2024-04-14 04:20:33.050,0,0.0,0.0,16,2,2,2,59.99,0,0.0,1,"[""paypal_wallet_slave""]",21.979824650498617,1,12,0.3,0.0,175136.0
62130,10691902.0,2024-04-17 17:04:16.686,0,0.0,0.0,29,5,5,5,13.73,1,0.0,1,"[""checkout_apple_pay"",null]",1.846660770147024,1,8,0.1,0.0,202053.0
62134,10748565.0,2024-05-03 02:17:22.881,0,0.0,0.0,10,2,2,2,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.1111111111111111,193682.0
62137,10722077.0,2024-04-25 03:43:49.808,0,0.0,0.0,5,1,1,1,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,32611.0
62144,10575206.0,2024-04-15 01:50:00.490,0,0.0,0.0,11,1,1,1,37.38,0,0.0,1,"[""checkout_apple_pay"",null]",7.6506274252508195,1,6,0.3,0.0,109267.0
62154,10550377.0,2024-04-27 16:58:54.216,0,0.0,0.0,3,0,0,0,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,,0.0
62161,10658892.0,2024-04-10 21:03:47.302,0,0.0,0.0,2,1,1,1,2.726,0,,1,"[""checkout_apple_pay""]",,1,2,0.0,,288046.0
62164,10623602.0,2024-04-03 01:12:38.046,0,0.0,0.0,6,0,0,0,18.54,0,0.0,1,"[null,""checkout_credit_api""]",3.7967881162898727,1,2,0.3,0.1428571428571428,1644.0
62166,10685700.0,2024-04-15 02:47:21.849,0,0.0,0.0,3,0,0,0,4.51,0,0.01,1,"[""checkout_apple_pay""]",0.6660945878777277,1,2,0.0,,83500.0
