Segment,Matuirity,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Disputer rate,Payers,Disputers,Payers_covered,Payers_covered_to_point,Disputes_covered,Disputes_covered_to_point
maturity_day > 14 & paying_matuirity > 14 & payments = 1,22.0,max_payment ≤ 95.0,max_bet ≤ 1.105,games_last_7d ≤ 242.0,local_time_6_to_12 > 3.5,win_amount_to_date ≤ 1.675,0.001148105625717566,1742.0,2.0,0.0005038762604860931,0.3988,0.00015,0.985
maturity_day > 14 & paying_matuirity > 14 & payments = 1,18.0,max_payment ≤ 95.0,max_bet ≤ 1.105,win_amount_last_7d ≤ 70.25,minutes_to_payment > 1.5,minutes_to_pay_since_first_game > 0.5,0.0011462833965258795,11341.0,13.0,0.0032804022216835716,0.4021,0.00098,0.986
maturity_day > 14 & paying_matuirity > 14 & payments > 1,18.0,payments_last_7d ≤ 2.5,spent_last_14d ≤ 816.495,spent_to_date ≤ 13.995,daily_games_first_14d > 243.71,minutes_to_play ≤ 6.5,0.001135718341851221,1761.0,2.0,0.0005093720405947244,0.4026,0.00015,0.986
maturity_day > 14 & paying_matuirity > 14 & payments = 1,27.0,minutes_to_payment ≤ 4334.5,daily_games_first_14d > 10.585,bet_money_to_date > 50.95,daily_games_first_1d > 58.165,money_games_last_14d ≤ 98.5,0.0011170688114387846,4476.0,5.0,0.0012946900929596743,0.4039,0.00038,0.986
maturity_day > 14 & paying_matuirity > 14 & payments = 1,34.0,max_daily_spent ≤ 95.0,bet_money_to_date > 56.05,daily_games_first_14d > 31.29,minutes_to_payment ≤ 73.5,games_last_14d ≤ 119.5,0.0011115227862171174,2699.0,3.0,0.0007806900270103129,0.4047,0.00023,0.987
maturity_day > 14 & paying_matuirity > 14 & payments = 1,31.0,daily_games_first_14d > 10.53,win_amount_to_date > 17.285,daily_games_first_1d > 28.065,minutes_to_payment ≤ 73.5,win_amount_last_14d ≤ 27.795,0.0011074197120708748,4515.0,5.0,0.0013059709047616018,0.406,0.00038,0.987
maturity_day > 14 & paying_matuirity > 14 & payments > 1,36.0,payments_last_14d ≤ 15.5,money_games_to_date ≤ 781.5,payments_to_date ≤ 11.5,local_time_before_6 ≤ 149.5,win_amount_to_date > 23.21,0.001105460977227504,4523.0,5.0,0.0013082849174389202,0.4073,0.00038,0.987
maturity_day > 14 & paying_matuirity > 14 & payments = 1,33.0,max_payment ≤ 95.0,bet_money_to_date > 56.05,daily_games_first_14d > 31.45,minutes_to_payment ≤ 73.5,games_last_14d ≤ 119.5,0.001098901098901099,2730.0,3.0,0.000789656826134922,0.4081,0.00023,0.988
maturity_day < 14 & payments > 1,3.0,max_daily_spent ≤ 154.995,daily_games_first_14d ≤ 630.645,max_daily_spent > 41.995,max_daily_spent > 62.495,local_time_6_to_12 ≤ 586.0,0.0010845986984815619,922.0,1.0,0.00026668996106095165,0.4083,8e-05,0.988
maturity_day > 14 & paying_matuirity > 14 & payments > 1,64.0,spent_last_7d ≤ 46.5,spent_to_date ≤ 1055.995,local_time_after_18 > 2.5,max_games_daily_games ≤ 1592.5,spent_to_date ≤ 209.495,0.0010504201680672268,7616.0,8.0,0.002202940068807167,0.4105,0.0006,0.988
maturity_day > 14 & paying_matuirity > 14 & payments > 1,32.0,payments_last_14d ≤ 21.5,games_last_7d ≤ 290.5,max_daily_spent ≤ 119.5,spent_to_date ≤ 24.995,local_time_6_to_12 > 726.5,0.0010460251046025104,1912.0,2.0,0.0005530490298791102,0.4111,0.00015,0.988
maturity_day > 14 & paying_matuirity > 14 & payments = 1,19.0,spent_to_date ≤ 95.0,max_bet ≤ 1.105,"playing_days__0,0,0,0,0,1,0] ≤ 0.5",money_games_last_7d ≤ 518.0,local_time_12_to_18 ≤ 225.5,0.001042334830019243,12472.0,13.0,0.003607545763939468,0.4147,0.00098,0.989
maturity_day > 14 & paying_matuirity > 14 & payments > 1,27.0,spent_last_7d ≤ 102.995,games_last_14d ≤ 618.5,max_daily_spent ≤ 51.495,daily_games_first_1d ≤ 432.29,daily_games_first_14d ≤ 380.9,0.0010150698836573749,12807.0,13.0,0.003704445044802178,0.4184,0.00098,0.99
maturity_day > 14 & paying_matuirity > 14 & payments > 1,31.0,payments_last_14d ≤ 12.5,games_last_7d ≤ 366.5,max_daily_spent ≤ 119.5,spent_to_date ≤ 24.995,local_time_6_to_12 > 726.5,0.0010131712259371835,1974.0,2.0,0.0005709826281283281,0.419,0.00015,0.991
maturity_day > 14 & paying_matuirity > 14 & payments > 1,55.0,max_daily_spent > 85.495,win_amount_to_date ≤ 13258.11,local_time_6_to_12 ≤ 9174.0,money_games_last_14d ≤ 120.5,payments_to_date ≤ 12.5,0.00099601593625498,1004.0,1.0,0.0002904085910034658,0.4193,8e-05,0.991
maturity_day < 14 & payments = 1,7.0,spent_to_date ≤ 95.0,minutes_to_pay_since_first_game ≤ 1251.5,daily_games_first_14d > 1.25,max_bet ≤ 1.48,daily_games_first_14d ≤ 202.65,0.0009897723523589574,9093.0,9.0,0.0026301646593570862,0.4219,0.00068,0.991
maturity_day < 14 & payments = 1,14.0,spent_last_14d ≤ 95.0,max_payment ≤ 6.5,daily_games_first_14d > 3.25,games_last_7d ≤ 257.5,max_bet ≤ 1.105,0.0009837238418887498,11182.0,11.0,0.0032344112197218674,0.4251,0.00083,0.992
maturity_day > 14 & paying_matuirity > 14 & payments > 1,33.0,payments_last_14d ≤ 18.5,games_last_7d ≤ 366.5,max_daily_spent ≤ 119.995,spent_to_date > 11.995,payments_last_14d ≤ 9.5,0.0009775171065493646,15345.0,15.0,0.004438565566681457,0.4296,0.00113,0.993
maturity_day > 14 & paying_matuirity > 14 & payments > 1,45.0,payments_last_14d ≤ 6.5,daily_games_first_14d > 111.87,max_daily_spent ≤ 85.495,"playing_days__1,0,1,1,1,0,0] ≤ 0.5",minutes_to_pay_since_first_game ≤ 7546.5,0.0009769600260522674,12283.0,12.0,0.0035528772144378194,0.4331,0.00091,0.994
maturity_day < 14 & payments = 1,2.0,max_payment ≤ 86.5,minutes_to_payment ≤ 6.5,daily_games_first_14d ≤ 276.335,daily_games_first_14d > 1.25,win_amount_last_7d ≤ 14.495,0.0009503896597605018,5261.0,5.0,0.0015217525869215475,0.4347,0.00038,0.995
maturity_day > 14 & paying_matuirity > 14 & payments = 1,15.0,spent_to_date ≤ 95.0,money_games_last_14d > 79.5,win_amount_last_14d > 16.225,local_time_12_to_18 ≤ 15.5,minutes_to_play ≤ 0.5,0.0009203865623561896,2173.0,2.0,0.0006285436934766247,0.4353,0.00015,0.995
maturity_day > 14 & paying_matuirity > 14 & payments > 1,43.0,win_amount_last_14d ≤ 268.68,games_last_14d ≤ 202.5,money_games_to_date > 587.5,games_to_date > 985.5,minutes_to_play ≤ 9.5,0.0008850862959138516,6779.0,6.0,0.001960836492442724,0.4372,0.00045,0.995
maturity_day < 14 & payments = 1,2.0,max_payment ≤ 86.5,minutes_to_payment > 6.5,games_last_14d ≤ 1443.5,local_time_6_to_12 ≤ 235.5,money_games_to_date > 253.5,0.0008620689655172414,1160.0,1.0,0.0003355318382111756,0.4376,8e-05,0.995
maturity_day > 14 & paying_matuirity > 14 & payments > 1,25.0,spent_last_7d ≤ 69.995,games_last_7d ≤ 326.5,payments_to_date ≤ 23.5,"playing_days__0,0,0,1,0,0,0] ≤ 0.5",spent_to_date ≤ 31.995,0.0008582954252853832,11651.0,10.0,0.0033700702129296615,0.4409,0.00076,0.996
maturity_day > 14 & paying_matuirity < 14 & payments > 1,16.0,payments_last_14d ≤ 26.5,spent_last_14d ≤ 71.495,daily_games_first_14d > 183.375,max_daily_spent > 9.995,money_games_last_7d ≤ 1428.0,0.0008525149190110827,1173.0,1.0,0.0003392921088118181,0.4413,8e-05,0.996
maturity_day > 14 & paying_matuirity > 14 & payments > 1,28.0,spent_last_14d ≤ 154.99,games_last_7d ≤ 165.5,spent_to_date ≤ 31.995,local_time_6_to_12 ≤ 688.5,daily_games_first_14d > 380.145,0.0008517887563884157,1174.0,1.0,0.00033958136039648293,0.4416,8e-05,0.996
maturity_day > 14 & paying_matuirity > 14 & payments = 1,20.0,max_payment ≤ 95.0,max_bet ≤ 1.105,win_amount_last_7d ≤ 6.275,win_amount_to_date ≤ 2.305,local_time_6_to_12 ≤ 129.0,0.0008424599831508003,3561.0,3.0,0.0010300248929913762,0.4427,0.00023,0.996
maturity_day > 14 & paying_matuirity > 14 & payments = 1,21.0,max_payment ≤ 95.0,win_amount_last_7d ≤ 6.27,max_bet ≤ 1.105,win_amount_to_date ≤ 2.305,local_time_6_to_12 ≤ 129.0,0.0008294166436273154,3617.0,3.0,0.0010462229817326054,0.4437,0.00023,0.997
maturity_day > 14 & paying_matuirity > 14 & payments > 1,16.0,max_daily_spent ≤ 284.995,payments_last_7d ≤ 1.5,max_daily_spent ≤ 32.985,games_to_date > 366.5,local_time_before_6 > 354.5,0.0008172160174339417,3671.0,3.0,0.001061842567304505,0.4448,0.00023,0.997
maturity_day > 14 & paying_matuirity > 14 & payments > 1,19.0,payments_last_7d ≤ 2.5,max_daily_spent ≤ 606.5,games_to_date > 1446.5,minutes_to_payment ≤ 3677.0,money_games_last_14d > 801.5,0.0008032128514056225,2490.0,2.0,0.0007202364458153684,0.4455,0.00015,0.997
maturity_day > 14 & paying_matuirity > 14 & payments > 1,45.0,payments_last_14d ≤ 6.5,daily_games_first_14d > 111.87,max_daily_spent > 85.495,max_bet > 1.025,bet_money_to_date > 2801.9,0.0007849293563579278,1274.0,1.0,0.0003685065188629636,0.4459,8e-05,0.997
maturity_day > 14 & paying_matuirity > 14 & payments > 1,42.0,spent_last_14d ≤ 186.5,games_last_14d ≤ 225.5,money_games_to_date > 587.5,games_to_date > 985.5,minutes_to_play ≤ 9.5,0.0007284382284382285,6864.0,5.0,0.0019854228771392325,0.4478,0.00038,0.997
maturity_day > 14 & paying_matuirity < 14 & payments > 1,19.0,win_amount_last_7d ≤ 514.22,max_daily_spent ≤ 105.5,games_last_7d > 144.5,minutes_to_payment > 7596.0,local_time_before_6 > 145.5,0.0007251631617113851,1379.0,1.0,0.0003988779352527683,0.4482,8e-05,0.998
maturity_day > 14 & paying_matuirity > 14 & payments = 1,15.0,spent_to_date ≤ 95.0,money_games_last_14d ≤ 79.5,local_time_before_6 ≤ 133.5,minutes_to_pay_since_first_game ≤ 6.5,daily_games_first_14d > 3.25,0.0007060484819957637,4249.0,3.0,0.001229029983240763,0.4495,0.00023,0.998
maturity_day < 14 & payments = 1,10.0,max_daily_spent ≤ 95.0,spent_to_date > 9.995,bet_money_to_date ≤ 110.4,local_time_6_to_12 > 6.5,daily_games_first_14d ≤ 137.785,0.0006993006993006993,1430.0,1.0,0.0004136297660706734,0.4499,8e-05,0.998
maturity_day > 14 & paying_matuirity > 14 & payments > 1,48.0,spent_to_date ≤ 334.995,daily_games_first_14d > 111.605,minutes_to_payment > 2.5,minutes_to_pay_since_first_game ≤ 43629.5,money_games_to_date ≤ 587.5,0.0006802721088435374,4410.0,3.0,0.001275599488371797,0.4512,0.00023,0.998
maturity_day > 14 & paying_matuirity > 14 & payments = 1,22.0,max_payment ≤ 95.0,max_bet ≤ 1.105,games_last_7d ≤ 242.0,local_time_6_to_12 ≤ 3.5,win_amount_to_date ≤ 45.125,0.0006180469715698393,4854.0,3.0,0.001404027191962971,0.4526,0.00023,0.998
maturity_day < 14 & payments > 1,9.0,spent_to_date ≤ 466.995,spent_last_7d ≤ 30.995,local_time_12_to_18 ≤ 65.5,daily_games_first_14d ≤ 255.835,max_daily_spent ≤ 27.995,0.0005902026362384419,5083.0,3.0,0.0014702658048512118,0.454,0.00023,0.999
maturity_day > 14 & paying_matuirity > 14 & payments > 1,37.0,payments_last_14d ≤ 16.5,money_games_to_date ≤ 781.5,local_time_before_6 ≤ 149.5,win_amount_to_date > 23.21,daily_games_first_1d > 92.075,0.0005824111822947001,3434.0,2.0,0.0009932899417389458,0.455,0.00015,0.999
maturity_day > 14 & paying_matuirity > 14 & payments = 1,25.0,games_last_7d ≤ 151.5,max_payment ≤ 19.5,max_bet ≤ 1.105,"playing_days__0,1,1,0,1,1,1] ≤ 0.5",win_amount_to_date ≤ 1.675,0.0005680204487361545,3521.0,2.0,0.001018454829604784,0.456,0.00015,0.999
maturity_day < 14 & payments > 1,5.0,spent_to_date ≤ 217.995,payments_last_7d ≤ 2.5,max_games_daily_games ≤ 1155.5,minutes_to_payment ≤ 2.5,"payer__1,1,1,0,1,1,1] ≤ 0.5",0.0005627462014631402,1777.0,1.0,0.0005140000659493613,0.4566,8e-05,0.999
maturity_day < 14 & payments = 1,14.0,spent_last_14d ≤ 95.0,max_payment > 6.5,bet_money_to_date ≤ 110.35,daily_games_first_14d ≤ 135.915,daily_games_first_1d > 46.085,0.0005470459518599562,1828.0,1.0,0.0005287518967672664,0.4571,8e-05,0.999
maturity_day > 14 & paying_matuirity > 14 & payments > 1,17.0,payments_to_date ≤ 40.5,payments_last_7d ≤ 2.5,spent_to_date ≤ 31.995,games_last_7d > 4.5,local_time_12_to_18 ≤ 189.5,0.0005081300813008131,1968.0,1.0,0.0005692471186203394,0.4577,8e-05,0.999
maturity_day < 14 & payments = 1,5.0,spent_last_14d ≤ 95.0,minutes_to_pay_since_first_game > 1131.5,money_games_last_14d > 30.5,win_amount_to_date ≤ 25.735,"payer__[1,0] ≤ 0.5",0.0005030181086519115,1988.0,1.0,0.0005750321503136355,0.4582,8e-05,0.999
maturity_day > 14 & paying_matuirity > 14 & payments > 1,40.0,payments_last_14d ≤ 10.5,games_last_14d ≤ 318.5,win_amount_to_date > 47.665,local_time_after_18 ≤ 451.5,daily_games_first_14d ≤ 246.225,0.0004724781478856603,4233.0,2.0,0.0012244019578861263,0.4595,0.00015,0.999
maturity_day > 14 & paying_matuirity > 14 & payments = 1,17.0,max_daily_spent ≤ 95.0,minutes_to_payment > 6.5,money_games_to_date > 84.5,win_amount_to_date ≤ 272.16,minutes_to_play ≤ 10.5,0.000467180565288484,4281.0,2.0,0.001238286033950037,0.4607,0.00015,0.999
maturity_day > 14 & paying_matuirity > 14 & payments > 1,76.0,max_daily_spent ≤ 399.995,spent_last_14d ≤ 9.995,minutes_to_payment > 186.5,games_to_date ≤ 3185.5,games_to_date ≤ 1758.5,0.0004578754578754579,2184.0,1.0,0.0006317254609079375,0.4613,8e-05,1.0
maturity_day > 14 & paying_matuirity > 14 & payments = 1,26.0,spent_to_date > 6.5,games_last_7d ≤ 242.5,local_time_before_6 ≤ 51.5,local_time_before_6 ≤ 33.5,max_payment ≤ 17.5,0.00045248868778280545,2210.0,1.0,0.0006392460021092225,0.462,8e-05,1.0
maturity_day > 14 & paying_matuirity > 14 & payments = 1,17.0,max_daily_spent ≤ 95.0,minutes_to_payment > 6.5,money_games_to_date ≤ 84.5,daily_games_first_7d ≤ 140.9,max_bet ≤ 1.105,0.00045004500450045,2222.0,1.0,0.0006427170211252002,0.4626,8e-05,1.0
maturity_day > 14 & paying_matuirity > 14 & payments > 1,62.0,spent_to_date ≤ 701.495,win_amount_last_7d ≤ 52.92,minutes_to_payment > 4.5,local_time_after_18 ≤ 856.5,local_time_before_6 ≤ 234.5,0.00044652824291136416,4479.0,2.0,0.0012955578477136687,0.4639,0.00015,1.0
maturity_day > 14 & paying_matuirity > 14 & payments > 1,75.0,max_daily_spent ≤ 324.995,spent_last_14d ≤ 9.995,minutes_to_payment > 186.5,games_to_date ≤ 3187.5,games_to_date ≤ 1758.5,0.0004424778761061947,2260.0,1.0,0.0006537085813424629,0.4646,8e-05,1.0
maturity_day > 14 & paying_matuirity > 14 & payments > 1,59.0,spent_to_date ≤ 433.995,payments_last_14d ≤ 2.5,daily_games_first_1d > 118.115,bet_money_to_date ≤ 213.65,games_to_date ≤ 959.5,0.0004286326618088298,2333.0,1.0,0.0006748239470229937,0.4652,8e-05,1.0
maturity_day > 14 & paying_matuirity > 14 & payments > 1,38.0,payments_last_14d ≤ 13.5,money_games_to_date ≤ 781.5,spent_to_date > 12.985,spent_to_date ≤ 40.495,spent_to_date ≤ 31.995,0.00042716787697565144,4682.0,2.0,0.0013542759194006245,0.4666,0.00015,1.0
maturity_day < 14 & payments > 1,11.0,payments_last_7d ≤ 9.5,max_daily_spent ≤ 153.995,local_time_12_to_18 ≤ 75.5,daily_games_first_14d ≤ 237.685,spent_to_date ≤ 32.495,0.00039864460833167234,5017.0,2.0,0.0014511752002633346,0.468,0.00015,1.0
maturity_day > 14 & paying_matuirity > 14 & payments > 1,61.0,win_amount_last_14d ≤ 175.25,max_daily_spent ≤ 334.995,games_to_date > 509.5,local_time_after_18 ≤ 856.5,daily_games_first_1d > 380.4,0.0003883495145631068,2575.0,1.0,0.000744822830511877,0.4688,8e-05,1.0
maturity_day > 14 & paying_matuirity > 14 & payments > 1,15.0,spent_last_7d ≤ 1155.0,payments_last_7d ≤ 5.5,max_daily_spent ≤ 153.5,games_last_7d ≤ 82.5,max_daily_spent ≤ 17.985,0.0003676470588235294,5440.0,2.0,0.0015735286205765479,0.4704,0.00015,1.001
maturity_day > 14 & paying_matuirity > 14 & payments > 1,39.0,payments_last_14d ≤ 10.5,games_last_14d ≤ 349.5,daily_games_first_14d > 214.94,local_time_after_18 ≤ 451.5,money_games_to_date ≤ 587.5,0.00034614053305642093,2889.0,1.0,0.0008356478280966262,0.4712,8e-05,1.001
maturity_day > 14 & paying_matuirity < 14 & payments = 1,15.0,spent_last_14d ≤ 9.995,games_last_7d ≤ 127.5,games_last_7d ≤ 112.5,minutes_to_pay_since_first_game ≤ 15724.5,daily_games_first_14d > 3.25,0.00034340659340659343,2912.0,1.0,0.0008423006145439168,0.472,8e-05,1.001
maturity_day > 14 & paying_matuirity > 14 & payments > 1,36.0,payments_last_14d ≤ 15.5,money_games_to_date > 781.5,"playing_days__1,0,1,1,0,0,0] ≤ 0.5",games_last_7d ≤ 133.5,local_time_after_18 > 451.5,0.00029806259314456036,3355.0,1.0,0.0009704390665504261,0.473,8e-05,1.001
maturity_day < 14 & payments > 1,13.0,payments_last_7d ≤ 5.5,max_daily_spent ≤ 288.0,local_time_12_to_18 ≤ 77.5,max_daily_spent ≤ 27.995,local_time_after_18 ≤ 10.5,0.0002585315408479835,3868.0,1.0,0.0011188251294834718,0.4741,8e-05,1.001
maturity_day < 14 & payments > 1,14.0,payments_last_7d ≤ 5.5,max_daily_spent ≤ 288.0,games_last_7d ≤ 129.5,max_daily_spent ≤ 14.995,games_last_7d ≤ 10.5,0.00023713540431586437,4217.0,1.0,0.0012197739325314895,0.4753,8e-05,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,36.0,spent_to_date ≤ 95.0,"playing_days__1,0,1,1,1,0,0] ≤ 0.5",minutes_to_payment ≤ 7.5,minutes_to_pay_since_first_game ≤ 6.5,win_amount_to_date ≤ 45.23,0.00018278194114421494,5471.0,1.0,0.0015824954197011568,0.4769,8e-05,1.001
maturity_day > 14 & paying_matuirity > 14 & payments > 1,68.0,win_amount_last_14d ≤ 429.13,spent_to_date ≤ 1056.995,local_time_12_to_18 > 19.5,money_games_to_date > 334.5,payments_to_date ≤ 12.5,0.00017618040873854828,5676.0,1.0,0.0016417919945574421,0.4786,8e-05,1.001
maturity_day > 14 & paying_matuirity > 14 & payments > 1,22.0,spent_last_14d ≤ 166.5,payments_last_14d ≤ 3.5,spent_to_date ≤ 31.995,minutes_to_pay_since_first_game ≤ 1885.5,games_last_7d ≤ 3.5,0.00013736263736263736,7280.0,1.0,0.002105751536359792,0.4807,8e-05,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,23.0,max_daily_spent ≤ 19.5,games_last_7d ≤ 77.5,daily_games_first_14d > 10.585,max_bet ≤ 1.975,"playing_days__0,0,0,1,0,0,0] ≤ 0.5",7.797270955165692e-05,12825.0,1.0,0.0037096515733261444,0.4844,8e-05,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,24.0,spent_to_date ≤ 19.5,games_last_7d ≤ 77.5,daily_games_first_7d > 10.575,max_bet ≤ 1.975,"playing_days__0,0,1,1,0,0,0] ≤ 0.5",7.691124442393478e-05,13002.0,1.0,0.003760849103811815,0.4881,8e-05,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,28.0,daily_games_first_14d > 10.55,bet_money_to_date ≤ 50.95,local_time_6_to_12 > 98.5,local_time_6_to_12 ≤ 141.5,max_games_daily_games ≤ 140.5,0.0,741.0,0.0,0.00021433542423662168,0.4884,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,29.0,daily_games_first_14d ≤ 10.55,minutes_to_payment ≤ 7.5,minutes_to_pay_since_first_game ≤ 2.5,,,0.0,327.0,0.0,9.458526818539176e-05,0.4884,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,18.0,max_payment ≤ 95.0,max_bet > 1.105,bet_money_to_date > 25.75,local_time_after_18 > 14.5,,0.0,942.0,0.0,0.0002724749927542478,0.4887,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,22.0,max_payment ≤ 95.0,max_bet > 1.105,local_time_after_18 ≤ 65.5,minutes_to_play > 1.5,,0.0,513.0,0.0,0.0001483860629330458,0.4889,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,28.0,daily_games_first_14d > 10.55,bet_money_to_date ≤ 50.95,local_time_6_to_12 > 98.5,local_time_6_to_12 > 141.5,,0.0,3393.0,0.0,0.0009814306267676887,0.4899,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,28.0,daily_games_first_14d > 10.55,bet_money_to_date > 50.95,daily_games_first_7d > 31.415,local_time_before_6 ≤ 2231.5,minutes_to_payment > 12.5,0.0,3174.0,0.0,0.0009180845297260961,0.4908,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,23.0,max_daily_spent ≤ 19.5,games_last_7d > 77.5,local_time_6_to_12 > 712.5,,,0.0,652.0,0.0,0.0001885920332014539,0.491,0.0,1.001
maturity_day < 14 & payments > 1,12.0,max_daily_spent ≤ 279.995,payments_last_7d > 5.5,payments_last_7d ≤ 19.5,win_amount_to_date > 524.44,local_time_12_to_18 ≤ 296.5,0.0,431.0,0.0,0.00012466743299053163,0.4911,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,24.0,spent_to_date > 19.5,daily_games_first_1d > 58.165,local_time_before_6 > 0.5,,,0.0,938.0,0.0,0.00027131798641558857,0.4914,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,22.0,max_payment ≤ 95.0,max_bet > 1.105,local_time_after_18 ≤ 65.5,minutes_to_play ≤ 1.5,local_time_12_to_18 > 108.5,0.0,387.0,0.0,0.00011194036326528015,0.4915,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,23.0,max_daily_spent > 19.5,local_time_6_to_12 ≤ 26.5,local_time_before_6 ≤ 51.5,win_amount_to_date ≤ 34.375,max_games_daily_games > 10.5,0.0,223.0,0.0,6.450310338025187e-05,0.4915,0.0,1.001
maturity_day > 14 & paying_matuirity > 14 & payments = 1,19.0,spent_to_date ≤ 95.0,max_bet ≤ 1.105,"playing_days__0,0,0,0,0,1,0] ≤ 0.5",money_games_last_7d ≤ 518.0,local_time_12_to_18 > 225.5,0.0,2238.0,0.0,0.0006473450464798371,0.4922,0.0,1.001
