Segment,Matuirity,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Disputer rate,Payers,Disputers,Payers_covered,Payers_covered_to_point,Disputes_covered,Disputes_covered_to_point
maturity_day > 14 & paying_matuirity > 14 & payments > 1,18.0,payments_last_7d > 2.5,spent_last_7d ≤ 1208.49,max_bet ≤ 10.9,money_games_last_7d > 70.0,bet_money_to_date > 5142.95,0.002512562814070352,796.0,2.0,0.00023024426139318604,0.2639,0.00015,0.922
maturity_day > 14 & paying_matuirity > 14 & payments > 1,76.0,max_daily_spent ≤ 399.995,spent_last_14d > 9.995,win_amount_to_date > 978.285,max_games_daily_games > 1024.0,win_amount_last_14d > 45.09,0.002461033634126333,1219.0,3.0,0.00035259768170639924,0.2643,0.00023,0.923
maturity_day < 14 & payments > 1,7.0,spent_to_date ≤ 267.995,payments_last_7d ≤ 3.5,minutes_to_payment > 1.5,max_payment ≤ 11.5,minutes_to_pay_since_first_game ≤ 2511.0,0.0024468573176326656,6539.0,16.0,0.0018914161121231703,0.2662,0.00121,0.924
maturity_day > 14 & paying_matuirity > 14 & payments > 1,61.0,win_amount_last_14d ≤ 175.25,max_daily_spent ≤ 334.995,games_to_date > 509.5,local_time_after_18 ≤ 856.5,daily_games_first_1d ≤ 380.4,0.0024446142093200915,6545.0,16.0,0.0018931516216311591,0.2681,0.00121,0.925
maturity_day > 14 & paying_matuirity > 14 & payments > 1,70.0,win_amount_last_14d ≤ 289.485,spent_to_date ≤ 1056.995,local_time_12_to_18 > 19.5,max_games_daily_games ≤ 1332.5,local_time_after_18 > 2.5,0.002419177479656917,4547.0,11.0,0.0013152269554708754,0.2694,0.00083,0.926
maturity_day > 14 & paying_matuirity > 14 & payments > 1,20.0,payments_last_7d ≤ 2.5,payments_to_date ≤ 25.5,games_last_7d > 232.5,minutes_to_pay_since_first_game > 577.0,daily_games_first_7d ≤ 184.015,0.0024096385542168677,415.0,1.0,0.00012003940763589473,0.2695,8e-05,0.926
maturity_day > 14 & paying_matuirity > 14 & payments > 1,21.0,spent_last_7d ≤ 129.485,payments_last_14d ≤ 2.5,minutes_to_pay_since_first_game ≤ 5081.5,spent_to_date > 11.995,games_to_date > 96.5,0.002373183031741323,13484.0,32.0,0.003900268367620252,0.2734,0.00242,0.928
maturity_day > 14 & paying_matuirity > 14 & payments > 1,65.0,spent_last_7d > 45.5,payments_last_7d ≤ 49.5,local_time_12_to_18 > 3660.0,money_games_to_date > 25056.5,minutes_to_pay_since_first_game ≤ 3724.0,0.002364066193853428,423.0,1.0,0.00012235342031321317,0.2735,8e-05,0.929
maturity_day > 14 & paying_matuirity < 14 & payments > 1,17.0,payments_to_date ≤ 23.5,games_last_7d > 168.0,win_amount_last_7d > 0.11,max_games_daily_games ≤ 1410.5,payments_last_7d ≤ 10.5,0.0023618327822390174,2117.0,5.0,0.0006123456047353956,0.2741,0.00038,0.929
maturity_day > 14 & paying_matuirity > 14 & payments > 1,49.0,spent_to_date ≤ 334.995,daily_games_first_14d > 111.605,minutes_to_payment > 2.5,games_last_7d ≤ 1647.0,win_amount_last_7d ≤ 1.445,0.0023596499852521877,10171.0,24.0,0.002941977867625748,0.2771,0.00181,0.931
maturity_day > 14 & paying_matuirity > 14 & payments > 1,67.0,spent_to_date ≤ 775.985,win_amount_last_14d ≤ 429.86,minutes_to_payment > 5.5,local_time_after_18 ≤ 856.5,local_time_after_18 > 2.5,0.002328497223714849,5583.0,13.0,0.001614891597183615,0.2787,0.00098,0.932
maturity_day < 14 & payments > 1,14.0,payments_last_7d ≤ 5.5,max_daily_spent ≤ 288.0,games_last_7d ≤ 129.5,max_daily_spent > 14.995,local_time_before_6 > 0.5,0.0023094688221709007,5629.0,13.0,0.0016281971700781962,0.2803,0.00098,0.933
maturity_day > 14 & paying_matuirity > 14 & payments > 1,43.0,win_amount_last_14d ≤ 268.68,games_last_14d > 202.5,"playing_days__0,0,0,1,1,1,1] ≤ 0.5",minutes_to_play ≤ 1041.0,win_amount_last_14d > 0.085,0.0022742779167614284,4397.0,10.0,0.0012718392177711545,0.2816,0.00076,0.933
maturity_day < 14 & payments > 1,13.0,payments_last_7d ≤ 5.5,max_daily_spent ≤ 288.0,local_time_12_to_18 ≤ 77.5,max_daily_spent ≤ 27.995,local_time_after_18 > 10.5,0.0022727272727272726,3960.0,9.0,0.001145436275272634,0.2827,0.00068,0.934
maturity_day > 14 & paying_matuirity > 14 & payments > 1,26.0,spent_last_14d ≤ 169.995,games_last_7d > 372.5,money_games_last_14d ≤ 689.5,payments_to_date ≤ 6.5,local_time_after_18 > 53.5,0.0022222222222222222,900.0,2.0,0.00026032642619832594,0.283,0.00015,0.934
maturity_day < 14 & payments > 1,11.0,payments_last_7d ≤ 9.5,max_daily_spent ≤ 153.995,local_time_12_to_18 ≤ 75.5,daily_games_first_14d > 237.685,money_games_last_7d ≤ 180.5,0.0022201078338090706,3153.0,7.0,0.0009120102464481352,0.2839,0.00053,0.935
maturity_day > 14 & paying_matuirity > 14 & payments = 1,30.0,max_daily_spent ≤ 95.0,bet_money_to_date > 50.95,daily_games_first_7d > 31.145,money_games_last_14d ≤ 122.5,minutes_to_payment ≤ 7.5,0.002197802197802198,2275.0,5.0,0.0006580473551124349,0.2846,0.00038,0.935
maturity_day < 14 & payments = 1,13.0,spent_last_14d ≤ 95.0,max_payment > 9.995,money_games_last_14d > 74.5,daily_games_first_14d > 164.395,local_time_before_6 ≤ 1004.5,0.0021910604732690623,2282.0,5.0,0.0006600721162050887,0.2852,0.00038,0.936
maturity_day > 14 & paying_matuirity > 14 & payments > 1,27.0,spent_last_7d ≤ 102.995,games_last_14d ≤ 618.5,max_daily_spent > 51.495,money_games_to_date > 67.5,payments_to_date ≤ 26.5,0.0021875,3200.0,7.0,0.0009256050709273811,0.2861,0.00053,0.936
maturity_day > 14 & paying_matuirity > 14 & payments > 1,24.0,payments_last_7d ≤ 3.5,payments_to_date ≤ 23.5,games_last_7d ≤ 158.5,spent_to_date ≤ 31.995,daily_games_first_14d > 191.915,0.0021808088818398097,5044.0,11.0,0.0014589849930492845,0.2876,0.00083,0.937
maturity_day > 14 & paying_matuirity > 14 & payments > 1,73.0,spent_to_date ≤ 1056.995,spent_last_7d ≤ 9.995,local_time_6_to_12 ≤ 1146.5,payments_to_date ≤ 12.5,local_time_12_to_18 > 200.5,0.0021731256791017745,2761.0,6.0,0.0007986236252595309,0.2884,0.00045,0.937
maturity_day > 14 & paying_matuirity > 14 & payments > 1,90.0,payments_to_date > 16.5,win_amount_to_date ≤ 52989.691,daily_games_first_1d ≤ 875.94,local_time_before_6 ≤ 10604.0,local_time_after_18 > 611.5,0.002162162162162162,925.0,2.0,0.0002675577158149461,0.2887,0.00015,0.938
maturity_day > 14 & paying_matuirity > 14 & payments > 1,51.0,max_daily_spent ≤ 83.995,daily_games_first_7d > 118.115,minutes_to_pay_since_first_game > 2.5,money_games_last_14d ≤ 7.5,bet_money_to_date ≤ 302.15,0.0021474588403722263,4191.0,9.0,0.0012122533913302045,0.2899,0.00068,0.938
maturity_day > 14 & paying_matuirity > 14 & payments > 1,22.0,spent_last_14d ≤ 166.5,payments_last_14d ≤ 3.5,spent_to_date ≤ 31.995,minutes_to_pay_since_first_game ≤ 1885.5,games_last_7d > 3.5,0.0021291696238466998,2818.0,6.0,0.000815110965585425,0.2907,0.00045,0.939
maturity_day < 14 & payments > 1,2.0,spent_last_14d ≤ 247.485,daily_games_first_14d > 631.48,daily_games_first_1d > 1185.75,daily_games_first_14d ≤ 2406.8,minutes_to_pay_since_first_game ≤ 9.5,0.002112676056338028,1420.0,3.0,0.00041073725022402536,0.2911,0.00023,0.939
maturity_day > 14 & paying_matuirity > 14 & payments > 1,23.0,payments_last_7d ≤ 3.5,payments_to_date ≤ 32.5,games_last_14d ≤ 92.5,spent_to_date > 32.985,games_to_date > 97.0,0.0021061499578770007,4748.0,10.0,0.0013733665239885017,0.2925,0.00076,0.94
maturity_day > 14 & paying_matuirity > 14 & payments > 1,39.0,payments_last_14d ≤ 10.5,games_last_14d > 349.5,minutes_to_play ≤ 40.5,daily_games_first_1d > 169.095,games_last_14d > 461.5,0.0020871380120010435,3833.0,8.0,0.0011087013240202036,0.2936,0.0006,0.94
maturity_day < 14 & payments > 1,12.0,max_daily_spent ≤ 279.995,payments_last_7d ≤ 5.5,local_time_12_to_18 ≤ 76.5,max_daily_spent ≤ 153.5,"payer__[1,1,0,0] ≤ 0.5",0.0020829388373414127,10562.0,22.0,0.0030550752372296873,0.2966,0.00166,0.942
maturity_day > 14 & paying_matuirity > 14 & payments > 1,35.0,payments_last_14d ≤ 14.5,money_games_to_date ≤ 679.5,payments_to_date ≤ 10.5,max_daily_spent ≤ 29.995,money_games_to_date > 605.5,0.002079002079002079,481.0,1.0,0.00013913001222377197,0.2968,8e-05,0.942
maturity_day > 14 & paying_matuirity > 14 & payments > 1,61.0,win_amount_last_14d > 175.25,max_daily_spent > 70.995,payments_last_14d ≤ 76.5,games_last_14d > 3269.0,local_time_12_to_18 ≤ 6857.5,0.002070393374741201,483.0,1.0,0.0001397085153931016,0.2969,8e-05,0.942
maturity_day > 14 & paying_matuirity > 14 & payments > 1,68.0,win_amount_last_14d ≤ 429.13,spent_to_date ≤ 1056.995,local_time_12_to_18 > 19.5,money_games_to_date > 334.5,payments_to_date > 12.5,0.002068680182043856,2417.0,5.0,0.0006991210801348375,0.2976,0.00038,0.942
maturity_day > 14 & paying_matuirity > 14 & payments > 1,60.0,win_amount_last_14d ≤ 179.56,bet_money_to_date ≤ 35514.201,games_to_date > 509.5,minutes_to_payment > 2.5,games_last_7d ≤ 327.5,0.0020340953118946144,10324.0,21.0,0.0029862333600794632,0.3006,0.00159,0.944
maturity_day > 14 & paying_matuirity > 14 & payments > 1,78.0,max_daily_spent ≤ 399.995,payments_to_date > 12.5,max_games_daily_games > 1024.0,win_amount_to_date > 2447.275,spent_to_date > 457.995,0.002014098690835851,993.0,2.0,0.00028722682357215293,0.3009,0.00015,0.944
maturity_day > 14 & paying_matuirity > 14 & payments > 1,50.0,max_daily_spent ≤ 83.995,daily_games_first_14d > 108.255,minutes_to_pay_since_first_game > 2.5,money_games_last_14d ≤ 7.5,bet_money_to_date ≤ 302.3,0.0020138733497426717,4469.0,9.0,0.0012926653318670205,0.3022,0.00068,0.945
maturity_day < 14 & payments = 1,9.0,max_payment ≤ 95.0,spent_last_7d ≤ 9.995,minutes_to_play ≤ 18.5,minutes_to_play ≤ 8.5,money_games_last_7d ≤ 368.5,0.002012522361359571,17888.0,36.0,0.00517413234648406,0.3074,0.00272,0.948
maturity_day < 14 & payments = 1,5.0,spent_last_14d ≤ 95.0,minutes_to_pay_since_first_game > 1131.5,money_games_last_14d > 30.5,win_amount_to_date > 25.735,bet_money_to_date > 78.95,0.0019588638589618022,1021.0,2.0,0.0002953258679427675,0.3077,0.00015,0.948
maturity_day < 14 & payments = 1,6.0,spent_to_date ≤ 95.0,minutes_to_pay_since_first_game ≤ 283.5,daily_games_first_14d > 1.25,games_last_14d > 45.5,max_bet ≤ 1.785,0.0019471488178025036,10785.0,21.0,0.003119578340609939,0.3108,0.00159,0.949
maturity_day > 14 & paying_matuirity > 14 & payments > 1,81.0,spent_to_date ≤ 390.995,spent_last_7d ≤ 62.5,max_games_daily_games ≤ 902.5,games_to_date > 1759.0,max_games_daily_games ≤ 859.5,0.001936108422071636,1033.0,2.0,0.0002987968869587452,0.3111,0.00015,0.949
maturity_day > 14 & paying_matuirity > 14 & payments = 1,32.0,spent_to_date ≤ 95.0,win_amount_last_14d ≤ 27.875,daily_games_first_7d ≤ 60.225,win_amount_to_date ≤ 17.275,daily_games_first_14d ≤ 10.53,0.0019029495718363464,1051.0,2.0,0.0003040034154827117,0.3114,0.00015,0.95
maturity_day > 14 & paying_matuirity > 14 & payments = 1,36.0,spent_to_date ≤ 95.0,"playing_days__1,0,1,1,1,0,0] ≤ 0.5",minutes_to_payment ≤ 7.5,minutes_to_pay_since_first_game ≤ 6.5,win_amount_to_date > 45.23,0.0018915510718789407,1586.0,3.0,0.0004587530132783832,0.3118,0.00023,0.95
maturity_day < 14 & payments > 1,2.0,spent_last_14d ≤ 247.485,daily_games_first_14d ≤ 631.48,local_time_after_18 ≤ 337.5,"days_gt50_bet__1,1,1,1,1,0,1] ≤ 0.5",bet_money_to_date > 592.8,0.001890359168241966,529.0,1.0,0.00015301408828768268,0.312,8e-05,0.95
maturity_day < 14 & payments = 1,4.0,spent_last_7d ≤ 95.0,max_daily_spent ≤ 6.5,"payer__1,1,1,1,1,0,0] > 0.5",win_amount_last_14d ≤ 157.285,bet_money_to_date ≤ 25.75,0.0018718801996672214,4808.0,9.0,0.00139072161906839,0.3134,0.00068,0.951
maturity_day > 14 & paying_matuirity > 14 & payments > 1,80.0,spent_last_7d ≤ 36.5,spent_to_date ≤ 1055.995,max_games_daily_games ≤ 902.5,games_to_date > 1759.0,max_games_daily_games ≤ 859.5,0.0018467220683287165,1083.0,2.0,0.00031325946619198555,0.3137,0.00015,0.951
maturity_day > 14 & paying_matuirity > 14 & payments > 1,65.0,spent_last_7d ≤ 45.5,spent_to_date ≤ 1055.995,win_amount_last_14d ≤ 605.715,local_time_before_6 ≤ 695.5,local_time_after_18 > 2.5,0.0018367006177992986,5989.0,11.0,0.0017323277405575266,0.3154,0.00083,0.952
maturity_day > 14 & paying_matuirity > 14 & payments > 1,35.0,payments_last_14d ≤ 14.5,money_games_to_date > 679.5,games_last_7d ≤ 104.5,money_games_to_date ≤ 2291.5,max_daily_spent ≤ 119.5,0.0018359853121175031,4902.0,9.0,0.001417911268026882,0.3168,0.00068,0.952
maturity_day > 14 & paying_matuirity > 14 & payments > 1,17.0,payments_to_date ≤ 40.5,payments_last_7d ≤ 2.5,spent_to_date ≤ 31.995,games_last_7d ≤ 4.5,local_time_after_18 > 139.5,0.0018359853121175031,1634.0,3.0,0.00047263708934229396,0.3173,0.00023,0.953
maturity_day > 14 & paying_matuirity > 14 & payments > 1,23.0,payments_last_7d ≤ 3.5,payments_to_date ≤ 32.5,games_last_14d > 92.5,"playing_days__0,0,0,0,0,1,0] ≤ 0.5",local_time_12_to_18 ≤ 191.5,0.0018286311389759666,3828.0,7.0,0.0011072550660968796,0.3184,0.00053,0.953
maturity_day > 14 & paying_matuirity > 14 & payments > 1,52.0,max_daily_spent ≤ 85.495,daily_games_first_7d > 118.115,minutes_to_pay_since_first_game ≤ 43629.5,minutes_to_payment > 2.5,daily_games_first_1d > 119.13,0.001827835320741579,11489.0,21.0,0.003323211456213963,0.3217,0.00159,0.955
maturity_day > 14 & paying_matuirity > 14 & payments > 1,62.0,spent_to_date ≤ 701.495,win_amount_last_7d > 52.92,games_to_date ≤ 20076.0,max_daily_spent ≤ 70.995,win_amount_to_date ≤ 1502.58,0.0018181818181818182,550.0,1.0,0.00015908837156564362,0.3219,8e-05,0.955
maturity_day > 14 & paying_matuirity > 14 & payments > 1,84.0,payments_to_date > 41.5,win_amount_to_date ≤ 34655.42,daily_games_first_7d ≤ 873.99,games_to_date ≤ 35876.0,spent_last_7d ≤ 156.5,0.0018115942028985507,552.0,1.0,0.00015966687473497324,0.3221,8e-05,0.955
maturity_day > 14 & paying_matuirity > 14 & payments > 1,29.0,spent_last_14d ≤ 107.5,games_last_7d ≤ 206.5,spent_to_date > 31.995,games_to_date > 96.5,payments_to_date ≤ 23.5,0.001793400286944046,8364.0,15.0,0.0024193002541364425,0.3245,0.00113,0.956
maturity_day > 14 & paying_matuirity > 14 & payments > 1,46.0,payments_last_14d ≤ 6.5,max_daily_spent > 85.495,max_bet > 1.025,local_time_12_to_18 > 65.5,bet_money_to_date > 2801.9,0.0017889087656529517,1118.0,2.0,0.00032338327165525374,0.3248,0.00015,0.956
maturity_day > 14 & paying_matuirity > 14 & payments > 1,28.0,spent_last_14d ≤ 154.99,games_last_7d > 165.5,max_payment ≤ 89.5,max_bet > 0.675,money_games_to_date > 5063.0,0.001784121320249777,1121.0,2.0,0.00032425102640924817,0.3251,0.00015,0.956
maturity_day > 14 & paying_matuirity > 14 & payments = 1,29.0,daily_games_first_14d > 10.55,bet_money_to_date > 50.95,daily_games_first_1d > 31.95,minutes_to_payment ≤ 73.5,win_amount_last_14d ≤ 22.9,0.001763668430335097,3402.0,6.0,0.000984033891029672,0.3261,0.00045,0.957
maturity_day > 14 & paying_matuirity > 14 & payments > 1,23.0,payments_last_7d ≤ 3.5,payments_to_date ≤ 32.5,games_last_14d ≤ 92.5,spent_to_date ≤ 32.985,daily_games_first_14d > 191.835,0.001760120693990445,3977.0,7.0,0.0011503535522119357,0.3273,0.00053,0.957
maturity_day > 14 & paying_matuirity > 14 & payments = 1,16.0,max_payment ≤ 95.0,spent_last_14d ≤ 9.995,local_time_12_to_18 ≤ 54.5,local_time_after_18 ≤ 118.5,local_time_before_6 ≤ 214.5,0.001756440281030445,8540.0,15.0,0.002470208533037448,0.3297,0.00113,0.958
maturity_day > 14 & paying_matuirity > 14 & payments = 1,20.0,max_payment ≤ 95.0,max_bet ≤ 1.105,win_amount_last_7d ≤ 6.275,win_amount_to_date > 2.305,win_amount_to_date > 45.23,0.0017152658662092624,2332.0,4.0,0.000674534695438329,0.3304,0.0003,0.959
maturity_day > 14 & paying_matuirity > 14 & payments > 1,20.0,payments_last_7d ≤ 2.5,payments_to_date ≤ 25.5,games_last_7d ≤ 232.5,max_payment ≤ 11.5,daily_games_first_14d > 185.055,0.0017053933063312726,4691.0,8.0,0.0013568791836626078,0.3318,0.0006,0.959
maturity_day > 14 & paying_matuirity > 14 & payments > 1,49.0,spent_to_date ≤ 334.995,daily_games_first_14d > 111.605,minutes_to_payment > 2.5,games_last_7d > 1647.0,games_last_7d > 2463.5,0.0017035775127768314,587.0,1.0,0.00016979068019824147,0.3319,8e-05,0.959
maturity_day > 14 & paying_matuirity > 14 & payments = 1,21.0,max_payment ≤ 95.0,win_amount_last_7d ≤ 6.27,max_bet ≤ 1.105,win_amount_to_date > 2.305,win_amount_to_date > 45.23,0.0016666666666666668,2400.0,4.0,0.0006942038031955358,0.3326,0.0003,0.96
maturity_day > 14 & paying_matuirity > 14 & payments > 1,57.0,spent_to_date ≤ 334.995,spent_last_7d ≤ 49.5,daily_games_first_1d > 118.115,minutes_to_payment > 2.5,win_amount_to_date ≤ 4706.87,0.0016600571797473025,10843.0,18.0,0.003136354932520498,0.3358,0.00136,0.961
maturity_day < 14 & payments = 1,12.0,max_payment ≤ 95.0,spent_last_14d ≤ 9.995,daily_games_first_14d ≤ 325.125,daily_games_first_7d ≤ 322.415,minutes_to_payment > 1.5,0.0016580853477615848,11459.0,19.0,0.0033145339086740186,0.3391,0.00144,0.962
maturity_day < 14 & payments = 1,13.0,spent_last_14d ≤ 95.0,max_payment > 9.995,money_games_last_14d ≤ 74.5,local_time_before_6 ≤ 135.5,minutes_to_pay_since_first_game ≤ 1251.5,0.0016429353778751369,1826.0,3.0,0.0005281733935979368,0.3396,0.00023,0.963
maturity_day > 14 & paying_matuirity > 14 & payments > 1,56.0,spent_to_date ≤ 1243.495,payments_to_date ≤ 22.5,daily_games_first_7d > 108.255,minutes_to_pay_since_first_game ≤ 22526.5,local_time_after_18 ≤ 856.5,0.0016388405203318652,9763.0,16.0,0.0028239632210825065,0.3424,0.00121,0.964
maturity_day > 14 & paying_matuirity > 14 & payments > 1,55.0,max_daily_spent ≤ 85.495,daily_games_first_14d > 160.165,minutes_to_pay_since_first_game ≤ 20726.0,daily_games_first_1d > 170.035,daily_games_first_14d > 246.225,0.0016324309617739084,7351.0,12.0,0.002126288398870993,0.3446,0.00091,0.965
maturity_day < 14 & payments = 1,12.0,max_payment ≤ 95.0,spent_last_14d > 9.995,money_games_last_14d ≤ 74.5,local_time_before_6 ≤ 135.5,minutes_to_pay_since_first_game ≤ 1251.5,0.0016286644951140066,1842.0,3.0,0.0005328014189525738,0.3451,0.00023,0.965
maturity_day < 14 & payments = 1,10.0,max_daily_spent ≤ 95.0,spent_to_date ≤ 9.995,minutes_to_payment > 1.5,local_time_before_6 ≤ 479.5,games_last_14d ≤ 772.5,0.001609543647036546,10562.0,17.0,0.0030550752372296873,0.3481,0.00128,0.966
maturity_day > 14 & paying_matuirity > 14 & payments = 1,17.0,max_daily_spent ≤ 95.0,minutes_to_payment ≤ 6.5,local_time_12_to_18 ≤ 32.5,local_time_12_to_18 ≤ 23.5,minutes_to_payment ≤ 3.5,0.0016051364365971107,4361.0,7.0,0.0012614261607232216,0.3494,0.00053,0.967
maturity_day > 14 & paying_matuirity > 14 & payments > 1,54.0,max_daily_spent ≤ 85.495,daily_games_first_14d > 160.14,minutes_to_pay_since_first_game ≤ 20726.0,daily_games_first_1d > 171.295,daily_games_first_14d > 246.225,0.0016032064128256513,7485.0,12.0,0.0021650481112160773,0.3516,0.00091,0.968
maturity_day > 14 & paying_matuirity > 14 & payments > 1,28.0,spent_last_14d ≤ 154.99,games_last_7d ≤ 165.5,spent_to_date > 31.995,games_to_date > 96.5,payments_to_date ≤ 23.5,0.001601576937292103,8117.0,13.0,0.002347855112724235,0.3539,0.00098,0.969
maturity_day > 14 & paying_matuirity > 14 & payments > 1,74.0,max_daily_spent ≤ 324.995,spent_last_14d ≤ 9.995,daily_games_first_1d ≤ 294.785,daily_games_first_1d ≤ 287.79,money_games_to_date > 311.5,0.0015965939329430547,3758.0,6.0,0.0010870074551703431,0.355,0.00045,0.969
maturity_day < 14 & payments = 1,11.0,max_daily_spent ≤ 95.0,max_daily_spent ≤ 9.995,minutes_to_payment > 1.5,local_time_before_6 ≤ 479.5,games_to_date ≤ 1026.5,0.0015290519877675841,11118.0,17.0,0.0032158991183033198,0.3582,0.00128,0.97
maturity_day > 14 & paying_matuirity > 14 & payments > 1,63.0,spent_last_14d ≤ 36.995,spent_to_date ≤ 1055.995,games_to_date > 509.5,local_time_after_18 ≤ 856.5,win_amount_last_14d ≤ 232.71,0.0015105740181268882,8606.0,13.0,0.0024892991376253256,0.3607,0.00098,0.971
maturity_day > 14 & paying_matuirity > 14 & payments > 1,64.0,spent_last_7d > 46.5,payments_last_7d ≤ 48.5,win_amount_last_7d ≤ 2003.115,spent_last_7d > 57.495,win_amount_last_7d > 367.81,0.0015105740181268882,662.0,1.0,0.00019148454904810197,0.3609,8e-05,0.971
maturity_day > 14 & paying_matuirity > 14 & payments > 1,46.0,payments_last_14d ≤ 6.5,max_daily_spent ≤ 85.495,daily_games_first_14d > 118.115,daily_games_first_7d > 128.895,max_games_daily_games > 435.5,0.0014949079697281135,10703.0,16.0,0.003095859710667425,0.364,0.00121,0.973
maturity_day > 14 & paying_matuirity > 14 & payments > 1,71.0,win_amount_last_14d ≤ 160.925,max_daily_spent ≤ 334.995,daily_games_first_1d ≤ 306.345,daily_games_first_14d ≤ 293.165,money_games_to_date > 311.5,0.0014922191430398635,4691.0,7.0,0.0013568791836626078,0.3654,0.00053,0.973
maturity_day > 14 & paying_matuirity > 14 & payments > 1,44.0,payments_last_14d ≤ 8.5,money_games_to_date > 587.5,max_daily_spent ≤ 85.495,"playing_days__0,1,1,0,0,0,0] ≤ 0.5",games_to_date > 985.5,0.0014738393515106854,9499.0,14.0,0.0027476008027309978,0.3681,0.00106,0.974
maturity_day < 14 & payments > 1,5.0,spent_to_date ≤ 217.995,payments_last_7d > 2.5,payments_to_date ≤ 14.5,local_time_after_18 > 409.5,minutes_to_pay_since_first_game ≤ 915.5,0.0014275517487508922,2802.0,4.0,0.000810482940230788,0.3689,0.0003,0.975
maturity_day > 14 & paying_matuirity > 14 & payments > 1,66.0,payments_last_14d ≤ 9.5,spent_to_date ≤ 209.495,local_time_before_6 ≤ 587.5,local_time_after_18 > 2.5,minutes_to_play ≤ 393.5,0.0014073180538801769,4974.0,7.0,0.001438737382122748,0.3704,0.00053,0.975
maturity_day > 14 & paying_matuirity > 14 & payments > 1,53.0,max_daily_spent ≤ 85.495,daily_games_first_7d > 111.605,minutes_to_pay_since_first_game ≤ 18063.0,daily_games_first_1d > 112.805,minutes_to_payment > 2.5,0.0014072614691809737,10659.0,15.0,0.0030831326409421736,0.3734,0.00113,0.976
maturity_day > 14 & paying_matuirity > 14 & payments > 1,47.0,spent_to_date ≤ 311.995,daily_games_first_14d > 111.605,games_last_14d > 197.5,daily_games_first_7d > 119.145,max_bet ≤ 1.94,0.0013972985561248254,2147.0,3.0,0.0006210231522753398,0.3741,0.00023,0.976
maturity_day > 14 & paying_matuirity > 14 & payments > 1,27.0,spent_last_7d > 102.995,spent_last_7d ≤ 1687.5,minutes_to_payment ≤ 32.5,local_time_before_6 > 1005.5,local_time_after_18 ≤ 4068.5,0.001379310344827586,725.0,1.0,0.00020970739888198476,0.3743,8e-05,0.977
maturity_day < 14 & payments = 1,3.0,spent_to_date ≤ 95.0,games_to_date > 3.5,max_payment ≤ 6.5,local_time_12_to_18 ≤ 53.5,daily_games_first_14d ≤ 292.9,0.0013717421124828531,8019.0,11.0,0.002319508457427084,0.3766,0.00083,0.977
maturity_day > 14 & paying_matuirity > 14 & payments > 1,31.0,payments_last_14d ≤ 12.5,games_last_7d ≤ 366.5,max_daily_spent ≤ 119.5,spent_to_date > 24.995,minutes_to_pay_since_first_game > -10.5,0.0013702652442008417,10217.0,14.0,0.002955283440520329,0.3795,0.00106,0.978
maturity_day < 14 & payments = 1,1.0,spent_last_7d ≤ 70.0,daily_games_first_7d ≤ 1561.69,minutes_to_payment > 1.5,money_games_to_date > 28.5,daily_games_first_14d ≤ 85.89,0.0013544018058690745,2215.0,3.0,0.0006406922600325466,0.3802,0.00023,0.979
maturity_day < 14 & payments = 1,13.0,spent_last_14d ≤ 95.0,max_payment ≤ 9.995,daily_games_first_7d ≤ 325.125,daily_games_first_1d ≤ 322.415,daily_games_first_14d > 3.25,0.0013383719099354433,12702.0,17.0,0.0036740736284123733,0.3839,0.00128,0.98
maturity_day > 14 & paying_matuirity > 14 & payments > 1,26.0,spent_last_14d ≤ 169.995,games_last_7d ≤ 372.5,max_daily_spent ≤ 51.495,daily_games_first_7d > 67.535,daily_games_first_14d > 68.05,0.0013139741147099402,15221.0,20.0,0.004402698370183021,0.3883,0.00151,0.981
maturity_day > 14 & paying_matuirity > 14 & payments > 1,40.0,payments_last_14d ≤ 10.5,games_last_14d > 318.5,minutes_to_play ≤ 40.5,daily_games_first_1d > 167.455,win_amount_last_7d > 0.085,0.00130718954248366,3060.0,4.0,0.0008851098490743082,0.3891,0.0003,0.982
maturity_day > 14 & paying_matuirity > 14 & payments > 1,37.0,payments_last_14d ≤ 16.5,money_games_to_date > 781.5,games_last_14d ≤ 1030.5,local_time_after_18 ≤ 452.0,local_time_6_to_12 > 1109.5,0.0012684989429175475,2365.0,3.0,0.0006840799977322676,0.3898,0.00023,0.982
maturity_day > 14 & paying_matuirity > 14 & payments > 1,47.0,spent_to_date ≤ 311.995,daily_games_first_14d > 111.605,games_last_14d ≤ 197.5,games_to_date > 834.5,games_to_date > 985.5,0.001256106071179344,7165.0,9.0,0.002072487604123339,0.3919,0.00068,0.983
maturity_day > 14 & paying_matuirity > 14 & payments > 1,34.0,payments_last_14d ≤ 16.5,games_last_7d ≤ 366.5,max_daily_spent ≤ 119.995,spent_to_date > 11.995,win_amount_last_14d ≤ 4.62,0.0012298106091661884,12197.0,15.0,0.003528001578156646,0.3954,0.00113,0.984
maturity_day > 14 & paying_matuirity > 14 & payments > 1,32.0,payments_last_14d ≤ 21.5,games_last_7d ≤ 290.5,max_daily_spent ≤ 119.5,spent_to_date > 24.995,payments_to_date ≤ 35.5,0.0012077294685990338,9936.0,12.0,0.0028740037452295183,0.3983,0.00091,0.985
